cell ID,x-coordinate,y-coordinate,z-coordinate,velocity-magnitude,x-velocity,y-velocity,z-velocity,pollutant
4137,3.35E+00,5.35E+00,1.65E+00,1.60E-04,-1.76E-05,-8.54E-05,-1.34E-04,1.00E+00
4138,3.35E+00,5.35E+00,1.75E+00,1.55E-04,-1.84E-05,-7.38E-05,-1.36E-04,1.00E+00
4139,3.35E+00,5.35E+00,1.85E+00,1.49E-04,-1.98E-05,-6.16E-05,-1.34E-04,1.00E+00
4140,3.35E+00,5.35E+00,1.95E+00,1.40E-04,-2.15E-05,-4.96E-05,-1.29E-04,1.00E+00
4141,3.35E+00,5.45E+00,1.05E+00,1.26E-04,-2.97E-05,-9.69E-05,-7.43E-05,1.00E+00
4142,3.35E+00,5.45E+00,1.15E+00,1.33E-04,-2.92E-05,-9.76E-05,-8.62E-05,1.00E+00
4143,3.35E+00,5.45E+00,1.25E+00,1.40E-04,-2.90E-05,-9.66E-05,-9.71E-05,1.00E+00
4144,3.35E+00,5.45E+00,1.35E+00,1.45E-04,-2.91E-05,-9.38E-05,-1.07E-04,1.00E+00
4145,3.35E+00,5.45E+00,1.45E+00,1.48E-04,-2.95E-05,-8.92E-05,-1.14E-04,1.00E+00
4146,3.35E+00,5.45E+00,1.55E+00,1.49E-04,-3.01E-05,-8.29E-05,-1.19E-04,1.00E+00
4147,3.35E+00,5.45E+00,1.65E+00,1.47E-04,-3.10E-05,-7.52E-05,-1.22E-04,1.00E+00
4148,3.35E+00,5.45E+00,1.75E+00,1.42E-04,-3.20E-05,-6.65E-05,-1.22E-04,1.00E+00
4149,3.35E+00,5.45E+00,1.85E+00,1.36E-04,-3.30E-05,-5.73E-05,-1.18E-04,1.00E+00
4150,3.35E+00,5.45E+00,1.95E+00,1.27E-04,-3.41E-05,-4.82E-05,-1.12E-04,1.00E+00
4151,3.35E+00,5.55E+00,1.05E+00,1.07E-04,-3.37E-05,-7.45E-05,-6.87E-05,1.00E+00
4152,3.35E+00,5.55E+00,1.15E+00,1.15E-04,-3.46E-05,-7.57E-05,-7.95E-05,1.00E+00
4153,3.35E+00,5.55E+00,1.25E+00,1.22E-04,-3.58E-05,-7.57E-05,-8.93E-05,1.00E+00
4154,3.35E+00,5.55E+00,1.35E+00,1.28E-04,-3.73E-05,-7.43E-05,-9.75E-05,1.00E+00
4155,3.35E+00,5.55E+00,1.45E+00,1.32E-04,-3.89E-05,-7.15E-05,-1.04E-04,1.00E+00
4156,3.35E+00,5.55E+00,1.55E+00,1.33E-04,-4.05E-05,-6.73E-05,-1.07E-04,1.00E+00
4157,3.35E+00,5.55E+00,1.65E+00,1.32E-04,-4.19E-05,-6.21E-05,-1.09E-04,1.00E+00
4158,3.35E+00,5.55E+00,1.75E+00,1.28E-04,-4.32E-05,-5.60E-05,-1.07E-04,1.00E+00
4159,3.35E+00,5.55E+00,1.85E+00,1.22E-04,-4.42E-05,-4.94E-05,-1.02E-04,1.00E+00
4160,3.35E+00,5.55E+00,1.95E+00,1.14E-04,-4.48E-05,-4.28E-05,-9.53E-05,1.00E+00
4161,3.35E+00,5.65E+00,1.05E+00,8.55E-05,-3.39E-05,-5.17E-05,-5.89E-05,1.00E+00
4162,3.35E+00,5.65E+00,1.15E+00,9.38E-05,-3.58E-05,-5.30E-05,-6.86E-05,1.00E+00
4163,3.35E+00,5.65E+00,1.25E+00,1.01E-04,-3.81E-05,-5.36E-05,-7.71E-05,1.00E+00
4164,3.35E+00,5.65E+00,1.35E+00,1.08E-04,-4.06E-05,-5.32E-05,-8.42E-05,1.00E+00
4165,3.35E+00,5.65E+00,1.45E+00,1.12E-04,-4.32E-05,-5.18E-05,-8.93E-05,1.00E+00
4166,3.35E+00,5.65E+00,1.55E+00,1.14E-04,-4.56E-05,-4.94E-05,-9.20E-05,1.00E+00
4167,3.35E+00,5.65E+00,1.65E+00,1.14E-04,-4.77E-05,-4.62E-05,-9.23E-05,1.00E+00
4168,3.35E+00,5.65E+00,1.75E+00,1.11E-04,-4.94E-05,-4.23E-05,-9.00E-05,1.00E+00
4169,3.35E+00,5.65E+00,1.85E+00,1.06E-04,-5.05E-05,-3.80E-05,-8.52E-05,1.00E+00
4170,3.35E+00,5.65E+00,1.95E+00,9.91E-05,-5.09E-05,-3.37E-05,-7.81E-05,1.00E+00
4171,3.35E+00,5.75E+00,1.05E+00,6.25E-05,-2.96E-05,-3.14E-05,-4.52E-05,1.00E+00
4172,3.35E+00,5.75E+00,1.15E+00,7.00E-05,-3.19E-05,-3.26E-05,-5.31E-05,1.00E+00
4173,3.35E+00,5.75E+00,1.25E+00,7.70E-05,-3.46E-05,-3.32E-05,-6.03E-05,1.00E+00
4174,3.35E+00,5.75E+00,1.35E+00,8.30E-05,-3.75E-05,-3.32E-05,-6.61E-05,1.00E+00
4175,3.35E+00,5.75E+00,1.45E+00,8.74E-05,-4.05E-05,-3.26E-05,-7.03E-05,1.00E+00
4176,3.35E+00,5.75E+00,1.55E+00,9.01E-05,-4.33E-05,-3.15E-05,-7.24E-05,1.00E+00
4177,3.35E+00,5.75E+00,1.65E+00,9.07E-05,-4.58E-05,-2.98E-05,-7.24E-05,1.00E+00
4178,3.35E+00,5.75E+00,1.75E+00,8.92E-05,-4.78E-05,-2.76E-05,-7.02E-05,1.00E+00
4179,3.35E+00,5.75E+00,1.85E+00,8.58E-05,-4.90E-05,-2.52E-05,-6.58E-05,1.00E+00
4180,3.35E+00,5.75E+00,1.95E+00,8.05E-05,-4.93E-05,-2.26E-05,-5.95E-05,1.00E+00
4181,3.35E+00,5.85E+00,1.05E+00,3.74E-05,-2.08E-05,-1.34E-05,-2.81E-05,1.00E+00
4182,3.35E+00,5.85E+00,1.15E+00,4.30E-05,-2.27E-05,-1.39E-05,-3.38E-05,1.00E+00
4183,3.35E+00,5.85E+00,1.25E+00,4.84E-05,-2.50E-05,-1.43E-05,-3.89E-05,1.00E+00
4184,3.35E+00,5.85E+00,1.35E+00,5.32E-05,-2.75E-05,-1.45E-05,-4.32E-05,1.00E+00
4185,3.35E+00,5.85E+00,1.45E+00,5.71E-05,-3.01E-05,-1.45E-05,-4.63E-05,1.00E+00
4186,3.35E+00,5.85E+00,1.55E+00,5.97E-05,-3.26E-05,-1.42E-05,-4.80E-05,1.00E+00
4187,3.35E+00,5.85E+00,1.65E+00,6.09E-05,-3.48E-05,-1.36E-05,-4.81E-05,1.00E+00
4188,3.35E+00,5.85E+00,1.75E+00,6.06E-05,-3.66E-05,-1.27E-05,-4.65E-05,1.00E+00
4189,3.35E+00,5.85E+00,1.85E+00,5.87E-05,-3.77E-05,-1.17E-05,-4.34E-05,1.00E+00
4190,3.35E+00,5.85E+00,1.95E+00,5.54E-05,-3.80E-05,-1.06E-05,-3.89E-05,1.00E+00
4191,3.35E+00,5.95E+00,1.05E+00,1.28E-05,-7.96E-06,-4.03E-06,-9.24E-06,1.00E+00
4192,3.35E+00,5.95E+00,1.15E+00,1.55E-05,-8.86E-06,-4.72E-06,-1.18E-05,1.00E+00
4193,3.35E+00,5.95E+00,1.25E+00,1.80E-05,-9.91E-06,-5.21E-06,-1.41E-05,1.00E+00
4194,3.35E+00,5.95E+00,1.35E+00,2.03E-05,-1.12E-05,-5.10E-06,-1.62E-05,1.00E+00
4195,3.35E+00,5.95E+00,1.45E+00,2.22E-05,-1.25E-05,-4.70E-06,-1.77E-05,1.00E+00
4196,3.35E+00,5.95E+00,1.55E+00,2.37E-05,-1.39E-05,-4.31E-06,-1.87E-05,1.00E+00
4197,3.35E+00,5.95E+00,1.65E+00,2.45E-05,-1.50E-05,-4.07E-06,-1.89E-05,1.00E+00
4198,3.35E+00,5.95E+00,1.75E+00,2.47E-05,-1.60E-05,-3.83E-06,-1.84E-05,1.00E+00
4199,3.35E+00,5.95E+00,1.85E+00,2.42E-05,-1.66E-05,-3.55E-06,-1.72E-05,1.00E+00
4200,3.35E+00,5.95E+00,1.95E+00,2.30E-05,-1.68E-05,-3.25E-06,-1.53E-05,1.00E+00
4201,3.45E+00,3.05E+00,1.05E+00,8.32E-05,-1.44E-06,-1.04E-05,8.26E-05,9.85E-01
4202,3.45E+00,3.05E+00,1.15E+00,9.87E-05,3.24E-06,-1.21E-05,9.79E-05,9.79E-01
4203,3.45E+00,3.05E+00,1.25E+00,1.18E-04,1.23E-05,-1.44E-05,1.16E-04,9.72E-01
4204,3.45E+00,3.05E+00,1.35E+00,1.39E-04,2.84E-05,-1.72E-05,1.35E-04,9.67E-01
4205,3.45E+00,3.05E+00,1.45E+00,1.63E-04,5.36E-05,-2.04E-05,1.52E-04,9.63E-01
4206,3.45E+00,3.05E+00,1.55E+00,1.85E-04,8.53E-05,-2.29E-05,1.63E-04,9.62E-01
4207,3.45E+00,3.05E+00,1.65E+00,2.03E-04,1.16E-04,-2.33E-05,1.64E-04,9.63E-01
4208,3.45E+00,3.05E+00,1.75E+00,2.09E-04,1.40E-04,-2.14E-05,1.54E-04,9.63E-01
4209,3.45E+00,3.05E+00,1.85E+00,1.98E-04,1.44E-04,-1.56E-05,1.35E-04,9.60E-01
4210,3.45E+00,3.05E+00,1.95E+00,1.60E-04,1.14E-04,-1.95E-06,1.13E-04,9.49E-01
4211,3.45E+00,3.15E+00,1.05E+00,1.73E-04,8.14E-06,-3.72E-05,1.68E-04,9.89E-01
4212,3.45E+00,3.15E+00,1.15E+00,1.98E-04,1.89E-05,-4.08E-05,1.93E-04,9.85E-01
4213,3.45E+00,3.15E+00,1.25E+00,2.25E-04,3.55E-05,-4.56E-05,2.18E-04,9.80E-01
4214,3.45E+00,3.15E+00,1.35E+00,2.54E-04,6.06E-05,-5.23E-05,2.41E-04,9.75E-01
4215,3.45E+00,3.15E+00,1.45E+00,2.82E-04,9.61E-05,-6.06E-05,2.58E-04,9.72E-01
4216,3.45E+00,3.15E+00,1.55E+00,3.08E-04,1.39E-04,-6.93E-05,2.66E-04,9.71E-01
4217,3.45E+00,3.15E+00,1.65E+00,3.28E-04,1.81E-04,-7.54E-05,2.62E-04,9.71E-01
4218,3.45E+00,3.15E+00,1.75E+00,3.36E-04,2.14E-04,-7.44E-05,2.48E-04,9.70E-01
4219,3.45E+00,3.15E+00,1.85E+00,3.33E-04,2.26E-04,-6.41E-05,2.36E-04,9.67E-01
4220,3.45E+00,3.15E+00,1.95E+00,3.11E-04,2.03E-04,-4.18E-05,2.31E-04,9.58E-01
4221,3.45E+00,3.25E+00,1.05E+00,2.20E-04,1.51E-05,-7.61E-05,2.06E-04,9.93E-01
4222,3.45E+00,3.25E+00,1.15E+00,2.46E-04,2.78E-05,-8.16E-05,2.31E-04,9.91E-01
4223,3.45E+00,3.25E+00,1.25E+00,2.73E-04,4.55E-05,-8.82E-05,2.54E-04,9.88E-01
4224,3.45E+00,3.25E+00,1.35E+00,2.98E-04,7.02E-05,-9.63E-05,2.73E-04,9.85E-01
4225,3.45E+00,3.25E+00,1.45E+00,3.22E-04,1.04E-04,-1.05E-04,2.86E-04,9.82E-01
4226,3.45E+00,3.25E+00,1.55E+00,3.42E-04,1.43E-04,-1.14E-04,2.89E-04,9.81E-01
4227,3.45E+00,3.25E+00,1.65E+00,3.58E-04,1.80E-04,-1.19E-04,2.85E-04,9.80E-01
4228,3.45E+00,3.25E+00,1.75E+00,3.68E-04,2.06E-04,-1.19E-04,2.81E-04,9.78E-01
4229,3.45E+00,3.25E+00,1.85E+00,3.75E-04,2.13E-04,-1.05E-04,2.89E-04,9.74E-01
4230,3.45E+00,3.25E+00,1.95E+00,3.85E-04,1.90E-04,-8.03E-05,3.26E-04,9.65E-01
4231,3.45E+00,3.35E+00,1.05E+00,2.42E-04,2.01E-05,-1.10E-04,2.14E-04,9.96E-01
4232,3.45E+00,3.35E+00,1.15E+00,2.64E-04,3.31E-05,-1.15E-04,2.36E-04,9.95E-01
4233,3.45E+00,3.35E+00,1.25E+00,2.86E-04,5.00E-05,-1.20E-04,2.54E-04,9.93E-01
4234,3.45E+00,3.35E+00,1.35E+00,3.05E-04,7.23E-05,-1.26E-04,2.68E-04,9.92E-01
4235,3.45E+00,3.35E+00,1.45E+00,3.21E-04,1.01E-04,-1.32E-04,2.75E-04,9.90E-01
4236,3.45E+00,3.35E+00,1.55E+00,3.34E-04,1.34E-04,-1.36E-04,2.74E-04,9.89E-01
4237,3.45E+00,3.35E+00,1.65E+00,3.44E-04,1.68E-04,-1.35E-04,2.68E-04,9.87E-01
4238,3.45E+00,3.35E+00,1.75E+00,3.51E-04,1.94E-04,-1.27E-04,2.63E-04,9.85E-01
4239,3.45E+00,3.35E+00,1.85E+00,3.57E-04,2.06E-04,-1.08E-04,2.71E-04,9.81E-01
4240,3.45E+00,3.35E+00,1.95E+00,3.72E-04,1.99E-04,-7.62E-05,3.06E-04,9.73E-01
4241,3.45E+00,3.45E+00,1.05E+00,2.53E-04,2.41E-05,-1.43E-04,2.07E-04,9.98E-01
4242,3.45E+00,3.45E+00,1.15E+00,2.71E-04,3.71E-05,-1.47E-04,2.25E-04,9.98E-01
4243,3.45E+00,3.45E+00,1.25E+00,2.87E-04,5.31E-05,-1.50E-04,2.39E-04,9.97E-01
4244,3.45E+00,3.45E+00,1.35E+00,3.00E-04,7.32E-05,-1.52E-04,2.48E-04,9.96E-01
4245,3.45E+00,3.45E+00,1.45E+00,3.10E-04,9.78E-05,-1.53E-04,2.51E-04,9.95E-01
4246,3.45E+00,3.45E+00,1.55E+00,3.15E-04,1.27E-04,-1.51E-04,2.46E-04,9.94E-01
4247,3.45E+00,3.45E+00,1.65E+00,3.18E-04,1.58E-04,-1.44E-04,2.36E-04,9.93E-01
4248,3.45E+00,3.45E+00,1.75E+00,3.20E-04,1.88E-04,-1.28E-04,2.25E-04,9.91E-01
4249,3.45E+00,3.45E+00,1.85E+00,3.25E-04,2.14E-04,-1.03E-04,2.21E-04,9.87E-01
4250,3.45E+00,3.45E+00,1.95E+00,3.35E-04,2.30E-04,-6.65E-05,2.35E-04,9.81E-01
4251,3.45E+00,3.55E+00,1.05E+00,2.59E-04,2.83E-05,-1.70E-04,1.94E-04,9.99E-01
4252,3.45E+00,3.55E+00,1.15E+00,2.73E-04,4.14E-05,-1.73E-04,2.07E-04,9.99E-01
4253,3.45E+00,3.55E+00,1.25E+00,2.84E-04,5.68E-05,-1.74E-04,2.17E-04,9.98E-01
4254,3.45E+00,3.55E+00,1.35E+00,2.91E-04,7.54E-05,-1.73E-04,2.22E-04,9.98E-01
4255,3.45E+00,3.55E+00,1.45E+00,2.95E-04,9.77E-05,-1.70E-04,2.21E-04,9.97E-01
4256,3.45E+00,3.55E+00,1.55E+00,2.95E-04,1.24E-04,-1.62E-04,2.13E-04,9.97E-01
4257,3.45E+00,3.55E+00,1.65E+00,2.92E-04,1.54E-04,-1.48E-04,1.99E-04,9.96E-01
4258,3.45E+00,3.55E+00,1.75E+00,2.90E-04,1.88E-04,-1.26E-04,1.82E-04,9.94E-01
4259,3.45E+00,3.55E+00,1.85E+00,2.94E-04,2.23E-04,-9.54E-05,1.66E-04,9.91E-01
4260,3.45E+00,3.55E+00,1.95E+00,3.06E-04,2.56E-04,-5.49E-05,1.59E-04,9.85E-01
4261,3.45E+00,3.65E+00,1.05E+00,2.63E-04,3.24E-05,-1.93E-04,1.77E-04,1.00E+00
4262,3.45E+00,3.65E+00,1.15E+00,2.73E-04,4.57E-05,-1.95E-04,1.86E-04,9.99E-01
4263,3.45E+00,3.65E+00,1.25E+00,2.79E-04,6.08E-05,-1.95E-04,1.91E-04,9.99E-01
4264,3.45E+00,3.65E+00,1.35E+00,2.82E-04,7.85E-05,-1.92E-04,1.92E-04,9.99E-01
4265,3.45E+00,3.65E+00,1.45E+00,2.81E-04,9.93E-05,-1.85E-04,1.87E-04,9.99E-01
4266,3.45E+00,3.65E+00,1.55E+00,2.76E-04,1.24E-04,-1.73E-04,1.76E-04,9.98E-01
4267,3.45E+00,3.65E+00,1.65E+00,2.69E-04,1.53E-04,-1.53E-04,1.59E-04,9.98E-01
4268,3.45E+00,3.65E+00,1.75E+00,2.64E-04,1.87E-04,-1.26E-04,1.36E-04,9.96E-01
4269,3.45E+00,3.65E+00,1.85E+00,2.67E-04,2.26E-04,-8.97E-05,1.10E-04,9.93E-01
4270,3.45E+00,3.65E+00,1.95E+00,2.84E-04,2.67E-04,-4.42E-05,8.51E-05,9.87E-01
4271,3.45E+00,3.75E+00,1.05E+00,2.66E-04,3.62E-05,-2.12E-04,1.57E-04,1.00E+00
4272,3.45E+00,3.75E+00,1.15E+00,2.72E-04,4.98E-05,-2.13E-04,1.61E-04,1.00E+00
4273,3.45E+00,3.75E+00,1.25E+00,2.74E-04,6.48E-05,-2.12E-04,1.62E-04,1.00E+00
4274,3.45E+00,3.75E+00,1.35E+00,2.73E-04,8.17E-05,-2.07E-04,1.59E-04,1.00E+00
4275,3.45E+00,3.75E+00,1.45E+00,2.68E-04,1.01E-04,-1.97E-04,1.50E-04,9.99E-01
4276,3.45E+00,3.75E+00,1.55E+00,2.59E-04,1.25E-04,-1.81E-04,1.36E-04,9.99E-01
4277,3.45E+00,3.75E+00,1.65E+00,2.47E-04,1.52E-04,-1.57E-04,1.15E-04,9.98E-01
4278,3.45E+00,3.75E+00,1.75E+00,2.40E-04,1.85E-04,-1.25E-04,8.68E-05,9.97E-01
4279,3.45E+00,3.75E+00,1.85E+00,2.44E-04,2.24E-04,-8.23E-05,5.28E-05,9.94E-01
4280,3.45E+00,3.75E+00,1.95E+00,2.68E-04,2.66E-04,-3.09E-05,1.56E-05,9.88E-01
4281,3.45E+00,3.85E+00,1.05E+00,2.66E-04,3.93E-05,-2.26E-04,1.34E-04,1.00E+00
4282,3.45E+00,3.85E+00,1.15E+00,2.69E-04,5.32E-05,-2.27E-04,1.35E-04,1.00E+00
4283,3.45E+00,3.85E+00,1.25E+00,2.69E-04,6.82E-05,-2.25E-04,1.31E-04,1.00E+00
4284,3.45E+00,3.85E+00,1.35E+00,2.65E-04,8.47E-05,-2.18E-04,1.23E-04,1.00E+00
4285,3.45E+00,3.85E+00,1.45E+00,2.56E-04,1.03E-04,-2.06E-04,1.11E-04,1.00E+00
4286,3.45E+00,3.85E+00,1.55E+00,2.43E-04,1.25E-04,-1.87E-04,9.24E-05,9.99E-01
4287,3.45E+00,3.85E+00,1.65E+00,2.30E-04,1.51E-04,-1.59E-04,6.74E-05,9.99E-01
4288,3.45E+00,3.85E+00,1.75E+00,2.21E-04,1.82E-04,-1.21E-04,3.49E-05,9.97E-01
4289,3.45E+00,3.85E+00,1.85E+00,2.29E-04,2.17E-04,-7.34E-05,-4.64E-06,9.94E-01
4290,3.45E+00,3.85E+00,1.95E+00,2.61E-04,2.55E-04,-1.72E-05,-4.93E-05,9.88E-01
4291,3.45E+00,3.95E+00,1.05E+00,2.65E-04,4.16E-05,-2.37E-04,1.10E-04,1.00E+00
4292,3.45E+00,3.95E+00,1.15E+00,2.66E-04,5.57E-05,-2.37E-04,1.06E-04,1.00E+00
4293,3.45E+00,3.95E+00,1.25E+00,2.63E-04,7.07E-05,-2.34E-04,9.83E-05,1.00E+00
4294,3.45E+00,3.95E+00,1.35E+00,2.57E-04,8.69E-05,-2.26E-04,8.61E-05,1.00E+00
4295,3.45E+00,3.95E+00,1.45E+00,2.46E-04,1.05E-04,-2.12E-04,6.93E-05,1.00E+00
4296,3.45E+00,3.95E+00,1.55E+00,2.32E-04,1.25E-04,-1.90E-04,4.69E-05,9.99E-01
4297,3.45E+00,3.95E+00,1.65E+00,2.18E-04,1.49E-04,-1.58E-04,1.81E-05,9.99E-01
4298,3.45E+00,3.95E+00,1.75E+00,2.11E-04,1.76E-04,-1.15E-04,-1.79E-05,9.97E-01
4299,3.45E+00,3.95E+00,1.85E+00,2.25E-04,2.07E-04,-6.33E-05,-6.04E-05,9.94E-01
4300,3.45E+00,3.95E+00,1.95E+00,2.63E-04,2.40E-04,-3.83E-06,-1.08E-04,9.89E-01
4301,3.45E+00,4.05E+00,1.05E+00,2.62E-04,4.31E-05,-2.44E-04,8.51E-05,1.00E+00
4302,3.45E+00,4.05E+00,1.15E+00,2.61E-04,5.72E-05,-2.43E-04,7.69E-05,1.00E+00
4303,3.45E+00,4.05E+00,1.25E+00,2.58E-04,7.20E-05,-2.39E-04,6.47E-05,1.00E+00
4304,3.45E+00,4.05E+00,1.35E+00,2.50E-04,8.77E-05,-2.29E-04,4.82E-05,1.00E+00
4305,3.45E+00,4.05E+00,1.45E+00,2.39E-04,1.05E-04,-2.13E-04,2.71E-05,1.00E+00
4306,3.45E+00,4.05E+00,1.55E+00,2.26E-04,1.24E-04,-1.88E-04,7.58E-07,9.99E-01
4307,3.45E+00,4.05E+00,1.65E+00,2.14E-04,1.46E-04,-1.53E-04,-3.13E-05,9.99E-01
4308,3.45E+00,4.05E+00,1.75E+00,2.12E-04,1.69E-04,-1.08E-04,-6.93E-05,9.97E-01
4309,3.45E+00,4.05E+00,1.85E+00,2.31E-04,1.95E-04,-5.30E-05,-1.12E-04,9.95E-01
4310,3.45E+00,4.05E+00,1.95E+00,2.73E-04,2.22E-04,8.08E-06,-1.59E-04,9.89E-01
4311,3.45E+00,4.15E+00,1.05E+00,2.59E-04,4.39E-05,-2.48E-04,5.96E-05,1.00E+00
4312,3.45E+00,4.15E+00,1.15E+00,2.57E-04,5.78E-05,-2.46E-04,4.75E-05,1.00E+00
4313,3.45E+00,4.15E+00,1.25E+00,2.52E-04,7.20E-05,-2.40E-04,3.12E-05,1.00E+00
4314,3.45E+00,4.15E+00,1.35E+00,2.45E-04,8.70E-05,-2.29E-04,1.06E-05,1.00E+00
4315,3.45E+00,4.15E+00,1.45E+00,2.35E-04,1.03E-04,-2.11E-04,-1.44E-05,1.00E+00
4316,3.45E+00,4.15E+00,1.55E+00,2.24E-04,1.21E-04,-1.84E-04,-4.41E-05,9.99E-01
4317,3.45E+00,4.15E+00,1.65E+00,2.17E-04,1.40E-04,-1.46E-04,-7.84E-05,9.99E-01
4318,3.45E+00,4.15E+00,1.75E+00,2.22E-04,1.61E-04,-9.90E-05,-1.17E-04,9.97E-01
4319,3.45E+00,4.15E+00,1.85E+00,2.45E-04,1.81E-04,-4.32E-05,-1.59E-04,9.95E-01
4320,3.45E+00,4.15E+00,1.95E+00,2.87E-04,2.01E-04,1.82E-05,-2.04E-04,9.89E-01
4321,3.45E+00,4.25E+00,1.05E+00,2.55E-04,4.40E-05,-2.48E-04,3.45E-05,1.00E+00
4322,3.45E+00,4.25E+00,1.15E+00,2.52E-04,5.74E-05,-2.45E-04,1.89E-05,1.00E+00
4323,3.45E+00,4.25E+00,1.25E+00,2.48E-04,7.09E-05,-2.38E-04,-9.94E-07,1.00E+00
4324,3.45E+00,4.25E+00,1.35E+00,2.42E-04,8.50E-05,-2.25E-04,-2.51E-05,1.00E+00
4325,3.45E+00,4.25E+00,1.45E+00,2.35E-04,1.00E-04,-2.06E-04,-5.34E-05,1.00E+00
4326,3.45E+00,4.25E+00,1.55E+00,2.28E-04,1.16E-04,-1.77E-04,-8.56E-05,9.99E-01
4327,3.45E+00,4.25E+00,1.65E+00,2.27E-04,1.33E-04,-1.38E-04,-1.21E-04,9.99E-01
4328,3.45E+00,4.25E+00,1.75E+00,2.37E-04,1.50E-04,-9.02E-05,-1.60E-04,9.97E-01
4329,3.45E+00,4.25E+00,1.85E+00,2.62E-04,1.66E-04,-3.45E-05,-2.00E-04,9.95E-01
4330,3.45E+00,4.25E+00,1.95E+00,3.02E-04,1.80E-04,2.63E-05,-2.41E-04,9.90E-01
4331,3.45E+00,4.35E+00,1.05E+00,2.50E-04,4.33E-05,-2.46E-04,1.06E-05,1.00E+00
4332,3.45E+00,4.35E+00,1.15E+00,2.48E-04,5.60E-05,-2.41E-04,-7.95E-06,1.00E+00
4333,3.45E+00,4.35E+00,1.25E+00,2.44E-04,6.87E-05,-2.33E-04,-3.07E-05,1.00E+00
4334,3.45E+00,4.35E+00,1.35E+00,2.40E-04,8.17E-05,-2.19E-04,-5.75E-05,1.00E+00
4335,3.45E+00,4.35E+00,1.45E+00,2.36E-04,9.52E-05,-1.98E-04,-8.81E-05,1.00E+00
4336,3.45E+00,4.35E+00,1.55E+00,2.34E-04,1.09E-04,-1.68E-04,-1.22E-04,9.99E-01
4337,3.45E+00,4.35E+00,1.65E+00,2.38E-04,1.23E-04,-1.29E-04,-1.58E-04,9.99E-01
4338,3.45E+00,4.35E+00,1.75E+00,2.52E-04,1.36E-04,-8.17E-05,-1.95E-04,9.98E-01
4339,3.45E+00,4.35E+00,1.85E+00,2.77E-04,1.48E-04,-2.72E-05,-2.33E-04,9.96E-01
4340,3.45E+00,4.35E+00,1.95E+00,3.13E-04,1.57E-04,3.18E-05,-2.69E-04,9.91E-01
4341,3.45E+00,4.45E+00,1.05E+00,2.44E-04,4.15E-05,-2.41E-04,-1.16E-05,1.00E+00
4342,3.45E+00,4.45E+00,1.15E+00,2.43E-04,5.37E-05,-2.35E-04,-3.22E-05,1.00E+00
4343,3.45E+00,4.45E+00,1.25E+00,2.41E-04,6.54E-05,-2.25E-04,-5.70E-05,1.00E+00
4344,3.45E+00,4.45E+00,1.35E+00,2.39E-04,7.71E-05,-2.10E-04,-8.54E-05,1.00E+00
4345,3.45E+00,4.45E+00,1.45E+00,2.39E-04,8.88E-05,-1.88E-04,-1.17E-04,1.00E+00
4346,3.45E+00,4.45E+00,1.55E+00,2.41E-04,1.00E-04,-1.58E-04,-1.51E-04,9.99E-01
4347,3.45E+00,4.45E+00,1.65E+00,2.48E-04,1.12E-04,-1.20E-04,-1.86E-04,9.99E-01
4348,3.45E+00,4.45E+00,1.75E+00,2.64E-04,1.22E-04,-7.40E-05,-2.22E-04,9.98E-01
4349,3.45E+00,4.45E+00,1.85E+00,2.87E-04,1.29E-04,-2.18E-05,-2.56E-04,9.96E-01
4350,3.45E+00,4.45E+00,1.95E+00,3.18E-04,1.34E-04,3.45E-05,-2.87E-04,9.93E-01
4351,3.45E+00,4.55E+00,1.05E+00,2.39E-04,3.87E-05,-2.33E-04,-3.15E-05,1.00E+00
4352,3.45E+00,4.55E+00,1.15E+00,2.38E-04,5.03E-05,-2.26E-04,-5.36E-05,1.00E+00
4353,3.45E+00,4.55E+00,1.25E+00,2.38E-04,6.10E-05,-2.15E-04,-7.93E-05,1.00E+00
4354,3.45E+00,4.55E+00,1.35E+00,2.38E-04,7.13E-05,-1.99E-04,-1.08E-04,1.00E+00
4355,3.45E+00,4.55E+00,1.45E+00,2.40E-04,8.12E-05,-1.77E-04,-1.40E-04,1.00E+00
4356,3.45E+00,4.55E+00,1.55E+00,2.45E-04,9.06E-05,-1.48E-04,-1.73E-04,9.99E-01
4357,3.45E+00,4.55E+00,1.65E+00,2.55E-04,9.91E-05,-1.11E-04,-2.06E-04,9.99E-01
4358,3.45E+00,4.55E+00,1.75E+00,2.70E-04,1.06E-04,-6.75E-05,-2.39E-04,9.98E-01
4359,3.45E+00,4.55E+00,1.85E+00,2.91E-04,1.10E-04,-1.85E-05,-2.68E-04,9.97E-01
4360,3.45E+00,4.55E+00,1.95E+00,3.16E-04,1.11E-04,3.42E-05,-2.94E-04,9.94E-01
4361,3.45E+00,4.65E+00,1.05E+00,2.32E-04,3.48E-05,-2.24E-04,-4.92E-05,1.00E+00
4362,3.45E+00,4.65E+00,1.15E+00,2.33E-04,4.57E-05,-2.16E-04,-7.17E-05,1.00E+00
4363,3.45E+00,4.65E+00,1.25E+00,2.33E-04,5.55E-05,-2.05E-04,-9.73E-05,1.00E+00
4364,3.45E+00,4.65E+00,1.35E+00,2.35E-04,6.44E-05,-1.88E-04,-1.26E-04,1.00E+00
4365,3.45E+00,4.65E+00,1.45E+00,2.39E-04,7.25E-05,-1.66E-04,-1.56E-04,1.00E+00
